Correct label   | Predicted label | Confidence     
      49        |       49        |      99.90     %
      49        |       49        |      99.93     %
      49        |       49        |      99.90     %
      49        |       49        |      46.98     %
      49        |       49        |      40.53     %
      49        |       49        |      58.88     %
      49        |       49        |      55.64     %
      49        |       49        |      64.31     %
       5        |        5        |      98.95     %
      49        |       49        |      58.25     %
      49        |       49        |      98.95     %
      49        |       49        |      99.51     %
      49        |       49        |      99.23     %
      49        |       49        |      98.11     %
      49        |       49        |      99.15     %
      49        |       49        |      80.57     %
      49        |       49        |      70.06     %
      49        |       49        |      87.12     %
      49        |       49        |      78.03     %
       5        |        5        |      99.59     %
      49        |       49        |      99.98     %
      49        |       49        |      99.99     %
      49        |       49        |      99.97     %
      49        |       49        |      99.96     %
      49        |       49        |      99.98     %
      50        |       50        |      99.68     %
      50        |       50        |      98.84     %
      50        |       50        |      98.57     %
      50        |       50        |      93.56     %
      50        |       50        |      96.72     %
       5        |        5        |      96.83     %
       0        |       98        |      58.55     %
      50        |       50        |      99.47     %
      50        |       50        |      99.38     %
      50        |       50        |      68.63     %
      50        |       50        |      84.46     %
      50        |       50        |      85.07     %
      50        |       50        |      90.72     %
      50        |       50        |      86.23     %
      50        |       50        |      53.56     %
      50        |       50        |      75.03     %
      50        |       50        |      61.24     %
       5        |        5        |      99.70     %
      50        |       50        |      60.87     %
      50        |       50        |      54.06     %
      50        |       50        |      70.59     %
      50        |       50        |      74.15     %
      50        |       50        |      87.23     %
      50        |       50        |      87.24     %
      50        |       50        |      82.24     %
      50        |       50        |      84.96     %
      50        |       50        |      84.23     %
      50        |       50        |      85.19     %
       5        |        5        |      99.70     %
      50        |        5        |      94.01     %
      50        |        5        |      74.04     %
      50        |        5        |      88.48     %
      50        |        5        |      77.98     %
      50        |       50        |      83.30     %
      50        |       79        |      81.50     %
      50        |       37        |      54.90     %
      50        |       37        |      55.83     %
      50        |       37        |      56.15     %
      50        |       50        |      73.55     %
       5        |        5        |      99.87     %
      50        |       50        |      69.79     %
      50        |       50        |      67.19     %
      50        |       50        |      89.69     %
      50        |       50        |      74.67     %
      51        |       51        |      77.96     %
      51        |       51        |      79.32     %
      51        |       51        |      88.08     %
      51        |       51        |      88.95     %
      51        |       51        |      73.48     %
      51        |       51        |      57.60     %
       5        |        5        |      99.97     %
      51        |       51        |      87.70     %
      51        |       51        |      92.61     %
      51        |       51        |      90.45     %
      51        |       51        |      95.69     %
      51        |       51        |      97.34     %
      51        |       51        |      98.28     %
      51        |       51        |      87.40     %
      51        |       51        |      91.94     %
      51        |       51        |      87.61     %
      51        |       51        |      66.39     %
       5        |        5        |      99.46     %
      51        |       51        |      53.51     %
      51        |       20        |      69.95     %
      51        |       20        |      62.48     %
      51        |       92        |      55.89     %
      51        |       91        |      79.08     %
      51        |       92        |      80.24     %
      51        |       92        |      55.19     %
      51        |       14        |      63.71     %
      51        |       14        |      59.02     %
      51        |       14        |      64.86     %
       5        |        5        |      99.18     %
      51        |       36        |      51.31     %
      51        |       14        |      44.09     %
      51        |       54        |      58.43     %
      51        |       47        |      49.95     %
      51        |        7        |      73.53     %
      51        |        7        |      77.56     %
      51        |        7        |      78.40     %
      51        |        7        |      72.03     %
      51        |        7        |      71.98     %
      51        |        7        |      60.66     %
       5        |        5        |      99.71     %
      51        |        7        |      57.27     %
      52        |        5        |      95.51     %
      52        |        5        |      81.22     %
      52        |        5        |      84.54     %
      52        |        5        |      79.07     %
      52        |        5        |      96.97     %
      52        |        5        |      85.39     %
      52        |        5        |      79.91     %
      52        |       52        |      99.74     %
      52        |       52        |      98.64     %
       5        |        5        |      99.44     %
      52        |       52        |      98.45     %
      52        |       52        |      99.42     %
      52        |       52        |      99.30     %
      52        |       52        |      98.04     %
      52        |       52        |      99.77     %
      52        |       52        |      99.84     %
      52        |        5        |      75.32     %
      52        |        5        |      70.24     %
      52        |       52        |      95.29     %
      52        |       52        |      94.23     %
       5        |        5        |      88.98     %
      52        |       52        |      98.39     %
      52        |       52        |      65.68     %
      52        |       52        |      65.91     %
      52        |       52        |      94.21     %
      52        |        5        |      80.10     %
      52        |        5        |      84.77     %
      52        |        5        |      92.06     %
      52        |        5        |      91.42     %
      52        |       52        |      96.07     %
      52        |       52        |      93.49     %
       5        |        5        |      91.16     %
       0        |        0        |      97.67     %
       0        |        0        |      88.90     %
      52        |       52        |      98.75     %
      52        |       52        |      92.70     %
      52        |       52        |      76.50     %
      52        |       52        |      93.78     %
      53        |       53        |      72.51     %
      53        |       53        |      94.48     %
      53        |       53        |      93.78     %
      53        |       53        |      86.24     %
      53        |       53        |      98.24     %
      53        |       53        |      97.13     %
       5        |        5        |      99.94     %
      53        |       53        |      98.11     %
      53        |       53        |      69.13     %
      53        |       53        |      79.41     %
      53        |       59        |      68.19     %
      53        |       59        |      63.77     %
      53        |       53        |      56.62     %
      53        |       53        |      54.10     %
      53        |       53        |      95.72     %
      53        |       53        |      99.61     %
      53        |       53        |      99.60     %
       5        |        5        |      99.87     %
      53        |       53        |      99.46     %
      53        |       53        |      72.20     %
      53        |       53        |      97.92     %
      53        |       53        |      97.24     %
      53        |       53        |      96.36     %
      53        |       53        |      27.37     %
      53        |       53        |      53.29     %
      53        |       53        |      49.41     %
      53        |       53        |      63.74     %
      53        |       53        |      73.74     %
       5        |        5        |      94.72     %
      53        |       54        |      53.11     %
      53        |       13        |      59.66     %
      53        |       13        |      65.33     %
      53        |       13        |      55.54     %
      53        |       53        |      78.64     %
      53        |       13        |      71.24     %
      53        |       13        |      69.73     %
      53        |       13        |      78.25     %
      53        |       65        |      45.53     %
      53        |       53        |      99.67     %
       5        |        5        |      99.97     %
      53        |       61        |      54.14     %
      53        |       13        |      61.92     %
      53        |       13        |      47.51     %
      53        |       13        |      55.27     %
      53        |       53        |      85.92     %
      53        |       53        |      68.64     %
      53        |       53        |      84.62     %
      53        |       53        |      88.32     %
      53        |       53        |      89.53     %
      54        |       54        |      99.90     %
       5        |        5        |      86.51     %
      54        |       54        |      99.82     %
      54        |       54        |      97.90     %
      54        |       54        |      96.99     %
      54        |       54        |      51.58     %
      54        |       54        |      70.90     %
      54        |       15        |      39.29     %
      54        |       54        |      92.61     %
      54        |       15        |      48.50     %
      54        |       15        |      44.99     %
      54        |       54        |      98.10     %
       5        |        5        |      99.82     %
      54        |       54        |      94.75     %
      54        |       54        |      89.43     %
      54        |       54        |      93.21     %
      54        |       54        |      99.45     %
      54        |       54        |      97.52     %
      54        |       54        |      95.50     %
      54        |       54        |      97.19     %
      54        |       54        |      98.85     %
      54        |       54        |      99.87     %
      54        |        3        |      76.95     %
       5        |        5        |      99.90     %
      54        |        3        |      80.08     %
      54        |        3        |      71.96     %
      54        |        3        |      85.00     %
      54        |        3        |      91.97     %
      54        |       54        |      99.65     %
      54        |       54        |      99.77     %
      54        |       54        |      99.69     %
      54        |       54        |      95.22     %
      54        |       54        |      85.21     %
      54        |       54        |      92.83     %
       5        |        5        |      99.80     %
      54        |       54        |      87.12     %
      54        |       35        |      28.48     %
      54        |       54        |      72.82     %
      55        |       83        |      33.98     %
      55        |       83        |      37.51     %
      55        |       83        |      36.97     %
      55        |        2        |      25.58     %
      55        |       90        |      43.04     %
      55        |       90        |      52.42     %
      55        |       79        |      46.49     %
       5        |        5        |      92.64     %
      55        |       90        |      37.50     %
      55        |       90        |      53.49     %
      55        |       90        |      39.76     %
      55        |       90        |      84.24     %
      55        |       90        |      82.07     %
      55        |       90        |      72.90     %
      55        |       90        |      77.29     %
      55        |       32        |      72.26     %
      55        |       90        |      81.62     %
      55        |       90        |      78.73     %
       5        |        5        |      99.86     %
       0        |        0        |      68.11     %
      55        |       45        |      80.83     %
      55        |       45        |      86.57     %
      55        |       45        |      85.34     %
      55        |       45        |      82.51     %
      55        |       45        |      88.43     %
      55        |       45        |      85.41     %
      55        |       98        |      41.79     %
      55        |       98        |      39.44     %
      55        |       98        |      42.66     %
      55        |       98        |      42.18     %
       5        |        5        |      98.15     %
      55        |       55        |      62.47     %
      55        |       55        |      46.41     %
      55        |       55        |      56.14     %
      55        |       55        |      43.93     %
      55        |       90        |      51.74     %
      55        |       46        |      59.79     %
      55        |       55        |      49.53     %
      55        |       55        |      53.43     %
      56        |       56        |      91.22     %
      56        |       56        |      95.89     %
       5        |        5        |      99.65     %
      56        |       56        |      84.88     %
      56        |       56        |      67.40     %
      56        |       56        |      76.55     %
      56        |       56        |      96.36     %
      56        |       56        |      89.93     %
      56        |        4        |      41.01     %
      56        |       56        |      86.88     %
      56        |       56        |      80.27     %
      56        |       56        |      99.84     %
      56        |       56        |      99.91     %
       5        |        5        |      95.86     %
      56        |       56        |      99.49     %
      56        |       56        |      98.87     %
      56        |       56        |      99.80     %
      56        |       56        |      99.83     %
      56        |       56        |      99.35     %
      56        |       56        |      99.15     %
      56        |       56        |      99.33     %
      56        |       56        |      69.25     %
      56        |       56        |      62.62     %
      56        |       56        |      48.81     %
       5        |        5        |      95.73     %
      56        |       56        |      58.89     %
      56        |       56        |      76.72     %
      56        |       56        |      97.89     %
      56        |       56        |      99.65     %
      56        |       56        |      98.20     %
      56        |       56        |      99.75     %
      56        |       56        |      99.72     %
      56        |       56        |      99.28     %
      56        |       56        |      99.89     %
      56        |       56        |      99.78     %
       5        |        5        |      99.72     %
      56        |       56        |      99.52     %
      56        |       56        |      99.87     %
      56        |       56        |      99.72     %
      56        |       56        |      99.81     %
      56        |       56        |      99.77     %
      57        |       73        |      45.68     %
      57        |       57        |      61.41     %
      57        |       74        |      56.85     %
      57        |       74        |      56.85     %
      57        |       15        |      50.44     %
       5        |        5        |      99.62     %
      57        |       15        |      39.58     %
      57        |       54        |      65.96     %
      57        |       98        |      46.45     %
      57        |       13        |      39.00     %
      57        |       45        |      62.02     %
      57        |       17        |      68.14     %
      57        |       17        |      48.90     %
      57        |       55        |      60.47     %
      57        |       57        |      56.72     %
      57        |       57        |      50.84     %
       5        |        8        |      50.11     %
      57        |       57        |      50.76     %
      57        |       57        |      66.25     %
      57        |       57        |      61.37     %
      57        |       57        |      52.25     %
      57        |       57        |      49.81     %
      57        |       53        |      49.81     %
      57        |       53        |      38.27     %
      57        |       57        |      64.45     %
      57        |       57        |      61.80     %
      57        |       54        |      69.49     %
       5        |        5        |      98.19     %
      57        |       57        |      77.82     %
      57        |       57        |      81.72     %
      57        |       57        |      80.20     %
      57        |       54        |      81.13     %
      57        |       86        |      41.38     %
      57        |       57        |      34.75     %
      57        |       47        |      31.54     %
      57        |       57        |      24.98     %
      58        |       58        |      98.43     %
      58        |       58        |      97.13     %
       5        |        5        |      91.76     %
      58        |       58        |      97.99     %
      58        |       58        |      98.09     %
      58        |       58        |      96.01     %
      58        |       58        |      96.52     %
      58        |       58        |      98.37     %
      58        |       13        |      38.74     %
      58        |       66        |      25.60     %
      58        |       13        |      29.55     %
      58        |       66        |      35.82     %
      58        |       66        |      25.93     %
       5        |        5        |      99.81     %
       0        |        0        |      79.01     %
      58        |       66        |      35.01     %
      58        |       66        |      30.35     %
      58        |       58        |      61.23     %
      58        |       58        |      95.24     %
      58        |       58        |      57.12     %
      58        |       58        |      53.26     %
      58        |       58        |      98.36     %
      58        |       58        |      97.52     %
      58        |       58        |      94.33     %
      58        |       58        |      97.76     %
       5        |        5        |      99.88     %
      58        |       58        |      98.71     %
      58        |       58        |      97.08     %
      58        |       58        |      97.97     %
      58        |       58        |      97.50     %
      58        |       58        |      98.98     %
      58        |       58        |      98.82     %
      58        |       58        |      96.55     %
      58        |       58        |      88.81     %
      58        |       58        |      92.50     %
      58        |       58        |      91.85     %
       5        |        5        |      99.98     %
      58        |       58        |      91.51     %
      58        |       58        |      79.76     %
      58        |       58        |      97.26     %
      58        |       58        |      98.92     %
      58        |       58        |      98.71     %
      58        |       58        |      98.98     %
      58        |       58        |      98.72     %
      58        |       58        |      99.50     %
      58        |       58        |      99.31     %
      58        |       58        |      99.32     %
       5        |        5        |      99.89     %
      58        |       58        |      99.52     %
      58        |       58        |      99.14     %
      59        |       59        |      91.21     %
      59        |       59        |      91.67     %
      59        |       59        |      72.30     %
      59        |       59        |      80.02     %
      59        |       59        |      97.02     %
      59        |       59        |      93.68     %
      59        |       59        |      95.80     %
      59        |       59        |      97.02     %
       5        |        5        |      99.57     %
      59        |       59        |      96.49     %
      59        |       59        |      95.98     %
      59        |       59        |      96.34     %
      59        |       59        |      97.69     %
      59        |       59        |      96.42     %
      59        |       59        |      98.26     %
      59        |       59        |      97.00     %
      59        |       59        |      73.74     %
      59        |       59        |      82.56     %
      59        |       59        |      82.03     %
       5        |        5        |      99.94     %
      59        |       59        |      74.86     %
      59        |       59        |      62.38     %
      59        |       59        |      68.11     %
      59        |       98        |      33.10     %
      59        |       59        |      42.38     %
      59        |       59        |      33.15     %
      59        |       59        |      49.45     %
      59        |       59        |      51.23     %
      59        |       59        |      56.76     %
      59        |       59        |      37.10     %
       5        |        5        |      99.94     %
      59        |       59        |      46.36     %
      59        |       59        |      99.92     %
      59        |       59        |      99.95     %
      59        |       59        |      99.97     %
      59        |       59        |      99.97     %
      59        |       59        |      99.96     %
      59        |       59        |      99.94     %
      59        |       59        |      99.97     %
      59        |       59        |      97.44     %
      59        |       59        |      97.87     %
       6        |       32        |      60.86     %
      59        |       59        |      98.76     %
      59        |       59        |      95.50     %
      59        |       59        |      96.44     %
      60        |       60        |      99.77     %
      60        |       60        |      99.38     %
      60        |       60        |      96.07     %
      60        |       60        |      97.00     %
      60        |       60        |      98.60     %
      60        |       60        |      99.35     %
      60        |       60        |      99.61     %
       6        |       83        |      82.38     %
      60        |       60        |      94.45     %
      60        |       60        |      92.06     %
      60        |       60        |      96.29     %
      60        |       60        |      95.48     %
      60        |       60        |      95.31     %
      60        |       60        |      90.35     %
      60        |       60        |      95.40     %
      60        |       60        |      94.25     %
      60        |       60        |      84.45     %
      60        |       60        |      95.43     %
       6        |       32        |      27.43     %
      60        |       60        |      98.26     %
      60        |       60        |      95.21     %
      60        |       60        |      93.91     %
      60        |       60        |      94.38     %
      60        |       60        |      99.70     %
      60        |       60        |      99.60     %
      60        |       60        |      99.50     %
      60        |       60        |      99.66     %
      60        |       60        |      99.65     %
      60        |       60        |      99.75     %
       6        |       83        |      63.50     %
       0        |        0        |      92.66     %
      60        |       60        |      99.71     %
      60        |       60        |      99.09     %
      60        |       60        |      98.72     %
      60        |       60        |      99.30     %
      60        |       60        |      99.15     %
      60        |       60        |      99.11     %
      60        |       60        |      98.97     %
      60        |       60        |      98.28     %
      60        |       60        |      99.74     %
      60        |       60        |      82.69     %
       6        |       32        |      34.87     %
      60        |       60        |      86.54     %
      60        |       60        |      82.27     %
      60        |       60        |      99.33     %
      60        |       60        |      99.81     %
      60        |       60        |      99.62     %
      60        |       60        |      99.23     %
      60        |       60        |      99.53     %
      60        |       60        |      99.59     %
      60        |       60        |      99.54     %
      60        |       60        |      99.59     %
       6        |        2        |      28.99     %
      60        |       60        |      99.69     %
      60        |       60        |      99.60     %
      61        |       61        |      99.64     %
      61        |       61        |      99.63     %
      61        |       61        |      99.70     %
      61        |       61        |      99.70     %
      61        |       61        |      99.76     %
      61        |       61        |      99.58     %
      61        |       61        |      99.82     %
      61        |       61        |      46.61     %
       6        |        6        |      82.67     %
      61        |       100       |      33.15     %
      61        |       100       |      36.63     %
      61        |       100       |      32.53     %
      61        |       100       |      34.32     %
      61        |       100       |      39.02     %
      61        |       45        |      36.38     %
      61        |       61        |      99.22     %
      61        |       61        |      99.42     %
      61        |       61        |      99.53     %
      61        |       61        |      99.63     %
       6        |        6        |      61.71     %
      61        |       61        |      99.55     %
      61        |       61        |      99.23     %
      61        |       61        |      99.40     %
      61        |       61        |      88.23     %
      61        |       61        |      97.55     %
      61        |       61        |      89.01     %
      61        |       61        |      90.62     %
      61        |       61        |      94.27     %
      61        |       61        |      91.79     %
      61        |       61        |      93.94     %
       6        |        6        |      57.65     %
      61        |       61        |      97.95     %
      61        |       61        |      96.92     %
      61        |       61        |      99.54     %
      61        |       61        |      98.54     %
      61        |       61        |      99.22     %
      61        |       61        |      99.29     %
      61        |       61        |      98.36     %
      61        |       61        |      60.59     %
      61        |       61        |      88.97     %
      61        |       61        |      59.84     %
       6        |        6        |      54.99     %
      61        |       61        |      99.54     %
      61        |       61        |      88.77     %
      61        |       61        |      99.45     %
      61        |       61        |      93.90     %
      61        |       61        |      96.90     %
      61        |       61        |      94.24     %
      61        |       61        |      95.66     %
      61        |       61        |      94.22     %
      61        |       61        |      97.34     %
      61        |       61        |      94.89     %
       6        |        6        |      62.16     %
      62        |       62        |      99.59     %
      62        |       62        |      99.63     %
      62        |       62        |      99.65     %
      62        |       62        |      99.45     %
      62        |       62        |      99.42     %
      62        |       62        |      99.13     %
      62        |       62        |      99.39     %
      62        |       62        |      99.11     %
      62        |       62        |      99.87     %
      62        |       62        |      99.30     %
       6        |       23        |      57.75     %
      62        |       62        |      99.65     %
      62        |       62        |      99.43     %
      62        |       62        |      99.51     %
      62        |       62        |      99.77     %
      62        |       62        |      99.55     %
      62        |       62        |      99.44     %
      62        |       62        |      99.46     %
      62        |       62        |      43.61     %
      62        |       58        |      42.67     %
      62        |       58        |      33.50     %
       6        |       23        |      60.05     %
      62        |       62        |      68.33     %
      62        |       58        |      55.63     %
      62        |       58        |      52.64     %
      62        |       62        |      54.32     %
      62        |       62        |      97.78     %
      62        |       62        |      99.34     %
      62        |       62        |      98.94     %
      62        |       62        |      98.08     %
      62        |       62        |      98.51     %
      62        |       62        |      99.22     %
       6        |        6        |      98.59     %
       0        |        0        |      97.76     %
      62        |       62        |      99.18     %
      62        |       62        |      98.93     %
      62        |       62        |      99.23     %
      62        |       62        |      99.28     %
      62        |       62        |      98.57     %
      62        |       62        |      99.03     %
      62        |       62        |      99.86     %
      62        |       62        |      99.89     %
      62        |       62        |      99.90     %
      62        |       62        |      99.88     %
       6        |        6        |      98.64     %
      62        |       62        |      99.89     %
      62        |       62        |      99.91     %
      62        |       62        |      99.87     %
      63        |       63        |      99.17     %
      63        |       63        |      99.63     %
      63        |       63        |      99.67     %
      63        |       63        |      98.75     %
      63        |       63        |      73.23     %
      63        |       63        |      96.76     %
      63        |       63        |      69.55     %
       6        |        6        |      99.40     %
      63        |       63        |      99.62     %
      63        |       63        |      99.58     %
      63        |       63        |      99.82     %
      63        |       63        |      99.52     %
      63        |       63        |      99.83     %
      63        |       66        |      53.96     %
      63        |       66        |      54.35     %
      63        |       66        |      66.49     %
      63        |       66        |      68.42     %
      63        |       63        |      99.86     %
       6        |        6        |      97.98     %
      63        |       63        |      99.79     %
      63        |       63        |      99.54     %
      63        |       63        |      99.32     %
      63        |       63        |      98.07     %
      63        |       63        |      95.48     %
      63        |       63        |      99.94     %
      63        |       63        |      99.94     %
      63        |       63        |      63.38     %
      63        |       63        |      64.49     %
      63        |       63        |      97.37     %
       6        |       88        |      53.72     %
      63        |       63        |      98.58     %
      64        |       54        |      27.78     %
      64        |       64        |      99.61     %
      64        |       64        |      99.54     %
      64        |       64        |      99.60     %
      64        |       64        |      68.05     %
      64        |       64        |      75.92     %
      64        |       64        |      62.29     %
      64        |       64        |      84.14     %
      64        |       64        |      97.77     %
       6        |       88        |      67.75     %
      64        |       64        |      97.12     %
      64        |       64        |      99.69     %
      64        |       64        |      99.63     %
      64        |       64        |      99.80     %
      64        |       64        |      96.73     %
      64        |       64        |      95.87     %
      64        |       64        |      99.48     %
      64        |       64        |      99.31     %
      64        |       64        |      97.29     %
      64        |       64        |      98.81     %
       6        |       88        |      65.71     %
      64        |       64        |      98.92     %
      64        |       64        |      93.94     %
      64        |       64        |      99.18     %
      64        |       64        |      99.49     %
      64        |       64        |      99.33     %
      64        |       64        |      99.33     %
      64        |       64        |      99.59     %
      64        |       64        |      99.67     %
      64        |       64        |      99.77     %
      64        |       64        |      99.88     %
       6        |       88        |      43.33     %
      64        |       64        |      99.66     %
      64        |       64        |      99.75     %
      64        |       64        |      98.08     %
      64        |       64        |      97.47     %
      64        |       64        |      98.41     %
      64        |       64        |      99.13     %
      64        |       64        |      98.96     %
      64        |       64        |      99.11     %
      64        |       64        |      91.98     %
      64        |       64        |      96.99     %
       6        |       88        |      61.26     %
      64        |       64        |      95.17     %
      64        |       64        |      91.01     %
      64        |       64        |      94.61     %
      64        |       64        |      94.86     %
      64        |       64        |      94.45     %
      65        |       65        |      95.12     %
      65        |       65        |      95.53     %
      65        |       65        |      96.33     %
      65        |       65        |      96.20     %
      65        |       65        |      99.04     %
       6        |        6        |      98.70     %
      65        |       65        |      99.16     %
      65        |       65        |      99.12     %
      65        |       65        |      99.37     %
      65        |       65        |      77.20     %
      65        |       65        |      76.95     %
      65        |       65        |      78.53     %
      65        |       65        |      76.31     %
      65        |       65        |      83.22     %
      65        |       65        |      96.80     %
      65        |       65        |      99.61     %
       6        |        6        |      99.66     %
       0        |        0        |      98.71     %
      65        |       65        |      86.43     %
      65        |       65        |      83.70     %
      65        |       65        |      99.52     %
      65        |       65        |      98.03     %
      65        |       74        |      15.46     %
      65        |       65        |      64.92     %
      65        |       65        |      92.90     %
      65        |       65        |      85.65     %
      65        |       65        |      98.53     %
      65        |       65        |      98.21     %
       6        |        6        |      99.68     %
      65        |       65        |      97.95     %
      65        |       65        |      98.18     %
      65        |       65        |      99.77     %
      65        |       65        |      99.64     %
      65        |       65        |      99.84     %
      65        |       65        |      99.84     %
      66        |       66        |      77.47     %
      66        |       66        |      83.55     %
      66        |       66        |      57.83     %
      66        |       66        |      71.80     %
       6        |        6        |      99.47     %
      66        |       66        |      87.99     %
      66        |       66        |      79.40     %
      66        |       66        |      81.38     %
      66        |       42        |      23.23     %
      66        |       66        |      96.97     %
      66        |       66        |      94.30     %
      66        |       66        |      98.80     %
      66        |       66        |      91.45     %
      66        |       66        |      67.02     %
      66        |       66        |      81.89     %
       6        |        6        |      99.61     %
      66        |       66        |      85.04     %
      66        |       66        |      81.79     %
      66        |       66        |      59.10     %
      66        |       66        |      77.02     %
      66        |       66        |      51.94     %
      66        |       66        |      63.81     %
      66        |       66        |      83.64     %
      66        |       66        |      77.94     %
      66        |       66        |      78.26     %
      66        |       66        |      76.24     %
       6        |        6        |      99.66     %
      66        |       66        |      87.57     %
      66        |       66        |      97.93     %
      66        |       66        |      91.09     %
      66        |       66        |      91.31     %
      67        |       30        |      50.51     %
      67        |       30        |      65.07     %
      67        |       30        |      76.58     %
      67        |       30        |      85.12     %
      67        |       30        |      64.71     %
      67        |       67        |      96.69     %
       6        |        6        |      99.88     %
      67        |       67        |      69.98     %
      67        |       67        |      47.78     %
      67        |       67        |      86.88     %
      67        |       67        |      64.49     %
      67        |       67        |      78.02     %
      67        |       67        |      81.98     %
      67        |       67        |      97.42     %
      67        |       67        |      98.34     %
      67        |       67        |      87.48     %
      67        |       67        |      93.87     %
       6        |        6        |      99.90     %
      67        |       67        |      98.61     %
      67        |       67        |      87.31     %
      67        |       67        |      96.34     %
      67        |       67        |      92.18     %
      67        |       67        |      87.31     %
      67        |       67        |      88.37     %
      67        |       67        |      83.24     %
      67        |       67        |      81.22     %
      67        |       67        |      88.79     %
      67        |       67        |      69.33     %
       6        |        6        |      99.88     %
      67        |       67        |      93.93     %
      67        |       67        |      88.95     %
      67        |       67        |      93.10     %
      67        |       67        |      88.57     %
      67        |       67        |      94.11     %
      67        |       67        |      94.96     %
      67        |       67        |      92.93     %
      67        |       67        |      90.66     %
      67        |       67        |      93.25     %
      67        |       67        |      84.73     %
       6        |        6        |      99.87     %
      67        |       67        |      91.64     %
      67        |       67        |      87.41     %
      67        |       67        |      72.80     %
      67        |       67        |      70.43     %
      68        |       85        |      65.77     %
      68        |       85        |      57.76     %
      68        |       68        |      67.29     %
      68        |       85        |      57.82     %
      68        |       85        |      61.73     %
      68        |       85        |      59.92     %
       6        |        6        |      99.99     %
      68        |       85        |      56.02     %
      68        |       68        |      99.75     %
      68        |       68        |      99.76     %
      68        |       68        |      99.76     %
      68        |       68        |      99.66     %
      68        |       68        |      98.96     %
      68        |       68        |      98.79     %
      68        |       68        |      98.47     %
      68        |       68        |      98.56     %
      68        |       68        |      55.47     %
       6        |        6        |      99.99     %
       0        |        0        |      98.17     %
      68        |       68        |      79.59     %
      68        |       68        |      84.03     %
      68        |       68        |      82.28     %
      68        |       68        |      85.67     %
      68        |       68        |      85.30     %
      68        |       68        |      98.96     %
      68        |       68        |      99.60     %
      68        |       68        |      96.75     %
      68        |       68        |      99.30     %
      68        |       68        |      99.10     %
       6        |        6        |      99.97     %
      68        |       68        |      99.51     %
      68        |       68        |      99.32     %
      68        |       68        |      71.87     %
      68        |       68        |      81.02     %
      68        |        4        |      51.31     %
      68        |        4        |      52.19     %
      68        |       68        |      56.95     %
      68        |       68        |      51.49     %
      68        |       68        |      55.35     %
      69        |       74        |      44.13     %
       6        |        6        |      99.98     %
      69        |       73        |      72.97     %
      69        |       73        |      89.06     %
      69        |       73        |      78.77     %
      69        |       69        |      94.33     %
      69        |       69        |      94.11     %
      69        |       69        |      91.71     %
      69        |       69        |      94.75     %
      69        |       69        |      70.32     %
      69        |       69        |      71.68     %
      69        |       69        |      75.88     %
       6        |        6        |      99.73     %
      69        |       69        |      81.87     %
      69        |       88        |      52.51     %
      69        |       88        |      77.70     %
      69        |       88        |      62.48     %
      69        |       88        |      62.75     %
      69        |       69        |      74.04     %
      69        |       69        |      56.07     %
