Correct label   | Predicted label | Confidence     
       5        |        5        |      99.85     %
      48        |       48        |      90.76     %
      48        |       48        |      96.58     %
      48        |       48        |      72.89     %
      48        |       48        |      85.41     %
      48        |       48        |      96.67     %
      48        |       48        |      84.42     %
      48        |       48        |      87.16     %
      48        |       48        |      80.47     %
      48        |       48        |      86.06     %
      48        |       48        |      91.44     %
       5        |        5        |      99.95     %
      48        |       48        |      96.72     %
      48        |       48        |      98.34     %
      48        |       48        |      98.29     %
      48        |       48        |      97.37     %
      48        |       48        |      99.20     %
      48        |       48        |      96.46     %
      48        |       48        |      95.96     %
      48        |       72        |      77.70     %
      48        |       48        |      93.84     %
      48        |       48        |      97.73     %
       5        |        5        |      99.82     %
      48        |       48        |      91.92     %
      49        |       49        |      98.97     %
      49        |       49        |      99.51     %
      49        |       49        |      99.78     %
      49        |       49        |      99.75     %
      49        |       49        |      99.86     %
      49        |       49        |      99.96     %
      49        |       49        |      99.81     %
      49        |       49        |      99.78     %
      49        |       49        |      99.89     %
       5        |        5        |      98.91     %
      49        |       49        |      99.93     %
      49        |       49        |      99.96     %
      49        |       49        |      99.97     %
      49        |       49        |      99.97     %
      49        |       49        |      99.94     %
      49        |       49        |      43.34     %
      49        |       49        |      35.14     %
      49        |       49        |      47.13     %
      49        |       49        |      38.96     %
      49        |       49        |      49.43     %
       5        |        5        |      99.38     %
      49        |       49        |      51.36     %
      49        |       49        |      99.12     %
      49        |       49        |      99.55     %
      49        |       49        |      99.25     %
      49        |       49        |      98.67     %
      49        |       49        |      99.15     %
      49        |       49        |      89.87     %
      49        |       49        |      78.63     %
      49        |       49        |      89.48     %
      49        |       49        |      79.52     %
       5        |        5        |      99.76     %
      49        |       49        |      99.98     %
      49        |       49        |      99.99     %
      49        |       49        |      99.98     %
      49        |       49        |      99.97     %
      49        |       49        |      99.98     %
      50        |       50        |      99.87     %
      50        |       50        |      99.69     %
      50        |       50        |      99.48     %
      50        |       50        |      98.49     %
      50        |       50        |      97.90     %
       5        |        5        |      98.18     %
       0        |       98        |      41.11     %
      50        |       50        |      99.81     %
      50        |       50        |      99.64     %
      50        |       50        |      65.29     %
      50        |       50        |      86.75     %
      50        |       50        |      85.74     %
      50        |       50        |      83.64     %
      50        |       50        |      86.66     %
      50        |       50        |      78.42     %
      50        |       50        |      90.94     %
      50        |       50        |      80.38     %
       5        |        5        |      99.81     %
      50        |       50        |      76.00     %
      50        |       50        |      60.33     %
      50        |       50        |      76.63     %
      50        |       50        |      80.34     %
      50        |       50        |      84.08     %
      50        |       50        |      86.23     %
      50        |       50        |      76.10     %
      50        |       50        |      77.52     %
      50        |       50        |      81.05     %
      50        |       50        |      86.62     %
       5        |        5        |      99.81     %
      50        |        5        |      92.21     %
      50        |        5        |      69.16     %
      50        |        5        |      85.07     %
      50        |        5        |      79.85     %
      50        |       50        |      87.14     %
      50        |       78        |      63.75     %
      50        |       30        |      66.38     %
      50        |       37        |      58.77     %
      50        |       37        |      60.03     %
      50        |       50        |      80.28     %
       5        |        5        |      99.80     %
      50        |       50        |      82.72     %
      50        |       50        |      85.08     %
      50        |       50        |      90.40     %
      50        |       50        |      76.05     %
      51        |       51        |      78.95     %
      51        |       51        |      74.94     %
      51        |       51        |      92.28     %
      51        |       51        |      95.80     %
      51        |       51        |      76.05     %
      51        |       51        |      63.11     %
       5        |        5        |      99.94     %
      51        |       51        |      89.09     %
      51        |       51        |      95.35     %
      51        |       51        |      91.98     %
      51        |       51        |      98.33     %
      51        |       51        |      98.42     %
      51        |       51        |      99.38     %
      51        |       51        |      89.90     %
      51        |       51        |      92.23     %
      51        |       51        |      87.59     %
      51        |       51        |      67.40     %
       5        |        5        |      99.49     %
      51        |       51        |      68.94     %
      51        |       20        |      74.67     %
      51        |       20        |      63.23     %
      51        |       92        |      56.77     %
      51        |       91        |      82.67     %
      51        |       92        |      85.59     %
      51        |       92        |      65.39     %
      51        |       36        |      56.81     %
      51        |       36        |      57.46     %
      51        |       14        |      69.66     %
       5        |        5        |      98.32     %
      51        |       36        |      53.56     %
      51        |       14        |      42.39     %
      51        |       54        |      77.58     %
      51        |       14        |      57.29     %
      51        |        7        |      76.45     %
      51        |        7        |      77.33     %
      51        |        7        |      73.27     %
      51        |        7        |      77.97     %
      51        |        7        |      79.91     %
      51        |        7        |      64.30     %
       5        |        5        |      99.89     %
      51        |        7        |      61.25     %
      52        |        5        |      96.48     %
      52        |        5        |      91.59     %
      52        |        5        |      84.99     %
      52        |        5        |      87.40     %
      52        |        5        |      96.91     %
      52        |        5        |      85.12     %
      52        |        5        |      84.45     %
      52        |       52        |      99.68     %
      52        |       52        |      99.24     %
       5        |        5        |      99.18     %
      52        |       52        |      99.28     %
      52        |       52        |      99.53     %
      52        |       52        |      98.13     %
      52        |       52        |      98.90     %
      52        |       52        |      99.68     %
      52        |       52        |      99.93     %
      52        |       52        |      82.09     %
      52        |       52        |      74.83     %
      52        |       52        |      93.86     %
      52        |       52        |      93.23     %
       5        |        5        |      91.78     %
      52        |       52        |      99.20     %
      52        |       52        |      75.06     %
      52        |       52        |      82.61     %
      52        |       52        |      97.16     %
      52        |        5        |      74.20     %
      52        |       52        |      88.08     %
      52        |        5        |      92.49     %
      52        |        5        |      84.76     %
      52        |       52        |      97.07     %
      52        |       52        |      91.83     %
       5        |        5        |      88.20     %
       0        |        0        |      95.88     %
       0        |        0        |      92.78     %
      52        |       52        |      98.80     %
      52        |       52        |      93.59     %
      52        |       52        |      73.85     %
      52        |       52        |      95.58     %
      53        |       53        |      69.65     %
      53        |       53        |      96.66     %
      53        |       53        |      94.56     %
      53        |       53        |      91.74     %
      53        |       53        |      98.68     %
      53        |       53        |      98.30     %
       5        |        5        |      99.98     %
      53        |       53        |      98.57     %
      53        |       53        |      72.22     %
      53        |       53        |      86.52     %
      53        |       53        |      72.38     %
      53        |       59        |      71.28     %
      53        |       59        |      63.95     %
      53        |       53        |      61.33     %
      53        |       53        |      98.19     %
      53        |       53        |      99.84     %
      53        |       53        |      99.83     %
       5        |        5        |      99.94     %
      53        |       53        |      99.76     %
      53        |       53        |      67.03     %
      53        |       53        |      99.20     %
      53        |       53        |      98.85     %
      53        |       53        |      97.65     %
      53        |       53        |      21.45     %
      53        |       53        |      63.13     %
      53        |       53        |      60.43     %
      53        |       53        |      56.73     %
      53        |       53        |      62.48     %
       5        |        5        |      97.52     %
      53        |       54        |      51.57     %
      53        |       53        |      70.32     %
      53        |       53        |      72.87     %
      53        |       13        |      56.06     %
      53        |       53        |      74.66     %
      53        |       13        |      72.47     %
      53        |       13        |      70.04     %
      53        |       13        |      84.88     %
      53        |       65        |      63.56     %
      53        |       53        |      99.84     %
       5        |        5        |      99.98     %
      53        |       65        |      47.53     %
      53        |       65        |      53.62     %
      53        |       65        |      54.36     %
      53        |       65        |      59.08     %
      53        |       53        |      86.97     %
      53        |       53        |      77.14     %
      53        |       53        |      89.63     %
      53        |       53        |      85.26     %
      53        |       53        |      88.96     %
      54        |       54        |      99.95     %
       5        |        5        |      78.33     %
      54        |       54        |      99.94     %
      54        |       54        |      98.49     %
      54        |       54        |      98.22     %
      54        |       54        |      49.46     %
      54        |       54        |      80.02     %
      54        |       54        |      85.45     %
      54        |       54        |      90.60     %
      54        |       15        |      43.59     %
      54        |       15        |      41.65     %
      54        |       54        |      99.10     %
       5        |        5        |      99.95     %
      54        |       54        |      97.12     %
      54        |       54        |      91.40     %
      54        |       54        |      94.32     %
      54        |       54        |      99.75     %
      54        |       54        |      97.64     %
      54        |       54        |      94.59     %
      54        |       54        |      95.98     %
      54        |       54        |      97.59     %
      54        |       54        |      99.83     %
      54        |        3        |      77.91     %
       5        |        5        |      99.96     %
      54        |        3        |      82.29     %
      54        |        3        |      78.85     %
      54        |        3        |      87.23     %
      54        |        3        |      95.93     %
      54        |       54        |      99.87     %
      54        |       54        |      99.91     %
      54        |       54        |      99.72     %
      54        |       54        |      98.29     %
      54        |       54        |      85.88     %
      54        |       54        |      94.14     %
       5        |        5        |      99.90     %
      54        |       54        |      92.41     %
      54        |       23        |      42.86     %
      54        |       54        |      76.60     %
      55        |       83        |      49.48     %
      55        |       83        |      44.01     %
      55        |       83        |      49.07     %
      55        |       83        |      52.18     %
      55        |        7        |      37.10     %
      55        |       90        |      45.90     %
      55        |       79        |      65.19     %
       5        |        5        |      96.26     %
      55        |        7        |      44.73     %
      55        |        7        |      49.57     %
      55        |       83        |      48.00     %
      55        |       90        |      94.88     %
      55        |       90        |      89.02     %
      55        |       90        |      89.91     %
      55        |       90        |      78.25     %
      55        |       90        |      73.98     %
      55        |       90        |      85.67     %
      55        |       90        |      88.63     %
       5        |        5        |      99.82     %
       0        |        0        |      62.84     %
      55        |       45        |      90.46     %
      55        |       45        |      92.38     %
      55        |       45        |      93.18     %
      55        |       45        |      87.32     %
      55        |       45        |      91.93     %
      55        |       45        |      89.98     %
      55        |       98        |      36.97     %
      55        |       45        |      50.20     %
      55        |       98        |      46.08     %
      55        |       14        |      33.41     %
       5        |        5        |      96.80     %
      55        |       55        |      75.74     %
      55        |       55        |      58.87     %
      55        |       55        |      55.25     %
      55        |       55        |      47.42     %
      55        |       83        |      57.49     %
      55        |       90        |      64.92     %
      55        |       90        |      55.36     %
      55        |       90        |      55.57     %
      56        |       56        |      94.54     %
      56        |       56        |      99.21     %
       5        |        5        |      99.80     %
      56        |       56        |      85.38     %
      56        |       56        |      64.08     %
      56        |       56        |      81.11     %
      56        |       56        |      98.16     %
      56        |       56        |      89.67     %
      56        |       89        |      48.20     %
      56        |       56        |      86.15     %
      56        |       56        |      81.89     %
      56        |       56        |      99.89     %
      56        |       56        |      99.94     %
       5        |        5        |      98.33     %
      56        |       56        |      99.87     %
      56        |       56        |      99.58     %
      56        |       56        |      99.94     %
      56        |       56        |      99.94     %
      56        |       56        |      99.91     %
      56        |       56        |      99.82     %
      56        |       56        |      99.83     %
      56        |       56        |      77.40     %
      56        |       56        |      61.93     %
      56        |       56        |      66.95     %
       5        |        5        |      97.82     %
      56        |       56        |      70.01     %
      56        |       56        |      81.61     %
      56        |       56        |      98.73     %
      56        |       56        |      99.81     %
      56        |       56        |      99.44     %
      56        |       56        |      99.87     %
      56        |       56        |      99.81     %
      56        |       56        |      99.56     %
      56        |       56        |      99.90     %
      56        |       56        |      99.84     %
       5        |        5        |      99.95     %
      56        |       56        |      99.73     %
      56        |       56        |      99.90     %
      56        |       56        |      99.87     %
      56        |       56        |      99.84     %
      56        |       56        |      99.89     %
      57        |       26        |      36.94     %
      57        |       57        |      71.59     %
      57        |       74        |      63.81     %
      57        |       74        |      63.81     %
      57        |       15        |      51.50     %
       5        |        5        |      99.69     %
      57        |       15        |      40.20     %
      57        |       54        |      48.35     %
      57        |       63        |      53.20     %
      57        |       85        |      52.15     %
      57        |       55        |      60.25     %
      57        |       17        |      67.59     %
      57        |       45        |      50.78     %
      57        |       55        |      50.41     %
      57        |       57        |      78.68     %
      57        |       57        |      78.96     %
       5        |       52        |      39.59     %
      57        |       57        |      70.44     %
      57        |       57        |      81.10     %
      57        |       57        |      76.55     %
      57        |       57        |      75.78     %
      57        |       57        |      73.85     %
      57        |       53        |      53.11     %
      57        |       57        |      44.38     %
      57        |       57        |      61.21     %
      57        |       57        |      65.58     %
      57        |       54        |      72.62     %
       5        |        5        |      97.95     %
      57        |       57        |      77.67     %
      57        |       57        |      77.79     %
      57        |       57        |      90.61     %
      57        |       54        |      71.09     %
      57        |       86        |      49.82     %
      57        |       57        |      52.64     %
      57        |       15        |      37.81     %
      57        |       74        |      21.90     %
      58        |       58        |      98.64     %
      58        |       58        |      97.72     %
       5        |        5        |      91.26     %
      58        |       58        |      98.39     %
      58        |       58        |      98.58     %
      58        |       58        |      97.48     %
      58        |       58        |      97.64     %
      58        |       58        |      98.59     %
      58        |       13        |      48.17     %
      58        |       13        |      37.52     %
      58        |       13        |      38.48     %
      58        |       66        |      25.26     %
      58        |       13        |      40.87     %
       5        |        5        |      99.97     %
       0        |        0        |      79.18     %
      58        |       66        |      30.10     %
      58        |       13        |      37.28     %
      58        |       58        |      74.28     %
      58        |       58        |      97.17     %
      58        |       58        |      74.89     %
      58        |       58        |      74.95     %
      58        |       58        |      98.83     %
      58        |       58        |      98.45     %
      58        |       58        |      96.25     %
      58        |       58        |      97.72     %
       5        |        5        |      99.91     %
      58        |       58        |      98.19     %
      58        |       58        |      96.22     %
      58        |       58        |      98.35     %
      58        |       58        |      98.54     %
      58        |       58        |      99.23     %
      58        |       58        |      99.12     %
      58        |       58        |      96.86     %
      58        |       58        |      91.41     %
      58        |       58        |      91.94     %
      58        |       58        |      93.28     %
       5        |        5        |      99.99     %
      58        |       58        |      89.57     %
      58        |       58        |      72.39     %
      58        |       58        |      95.48     %
      58        |       58        |      98.89     %
      58        |       58        |      98.52     %
      58        |       58        |      99.00     %
      58        |       58        |      98.31     %
      58        |       58        |      99.60     %
      58        |       58        |      99.48     %
      58        |       58        |      99.55     %
       5        |        5        |      99.98     %
      58        |       58        |      99.72     %
      58        |       58        |      99.53     %
      59        |       59        |      94.62     %
      59        |       59        |      94.95     %
      59        |       59        |      81.36     %
      59        |       59        |      84.54     %
      59        |       59        |      98.76     %
      59        |       59        |      98.32     %
      59        |       59        |      98.48     %
      59        |       59        |      98.89     %
       5        |        5        |      99.86     %
      59        |       59        |      98.17     %
      59        |       59        |      97.63     %
      59        |       59        |      98.65     %
      59        |       59        |      98.99     %
      59        |       59        |      99.01     %
      59        |       59        |      99.21     %
      59        |       59        |      98.71     %
      59        |       59        |      81.64     %
      59        |       59        |      84.60     %
      59        |       59        |      92.89     %
       5        |        5        |      99.99     %
      59        |       59        |      85.61     %
      59        |       59        |      80.71     %
      59        |       59        |      79.70     %
      59        |       59        |      34.60     %
      59        |       59        |      43.12     %
      59        |       59        |      45.51     %
      59        |       59        |      58.85     %
      59        |       59        |      63.39     %
      59        |       59        |      60.76     %
      59        |       59        |      58.77     %
       5        |        5        |      99.99     %
      59        |       59        |      43.23     %
      59        |       59        |      99.99     %
      59        |       59        |      99.97     %
      59        |       59        |      99.99     %
      59        |       59        |      99.99     %
      59        |       59        |      99.99     %
      59        |       59        |      99.98     %
      59        |       59        |      99.99     %
      59        |       59        |      97.88     %
      59        |       59        |      98.97     %
       6        |       83        |      74.86     %
      59        |       59        |      99.31     %
      59        |       59        |      95.54     %
      59        |       59        |      98.00     %
      60        |       60        |      99.78     %
      60        |       60        |      99.46     %
      60        |       60        |      97.65     %
      60        |       60        |      98.65     %
      60        |       60        |      98.25     %
      60        |       60        |      99.50     %
      60        |       60        |      99.66     %
       6        |       83        |      87.13     %
      60        |       60        |      98.80     %
      60        |       60        |      97.63     %
      60        |       60        |      99.08     %
      60        |       60        |      97.85     %
      60        |       60        |      99.03     %
      60        |       60        |      92.26     %
      60        |       60        |      98.90     %
      60        |       60        |      97.53     %
      60        |       60        |      89.68     %
      60        |       60        |      98.11     %
       6        |       32        |      31.50     %
      60        |       60        |      99.08     %
      60        |       60        |      97.81     %
      60        |       60        |      97.46     %
      60        |       60        |      96.07     %
      60        |       60        |      99.81     %
      60        |       60        |      99.75     %
      60        |       60        |      99.71     %
      60        |       60        |      99.79     %
      60        |       60        |      99.75     %
      60        |       60        |      99.81     %
       6        |       83        |      68.12     %
       0        |        0        |      92.76     %
      60        |       60        |      99.78     %
      60        |       60        |      99.19     %
      60        |       60        |      98.02     %
      60        |       60        |      99.24     %
      60        |       60        |      99.16     %
      60        |       60        |      99.25     %
      60        |       60        |      98.63     %
      60        |       60        |      98.37     %
      60        |       60        |      99.83     %
      60        |       60        |      91.85     %
       6        |       32        |      36.97     %
      60        |       60        |      87.01     %
      60        |       60        |      82.98     %
      60        |       60        |      99.34     %
      60        |       60        |      99.94     %
      60        |       60        |      99.81     %
      60        |       60        |      99.42     %
      60        |       60        |      99.74     %
      60        |       60        |      99.88     %
      60        |       60        |      99.84     %
      60        |       60        |      99.85     %
       6        |       32        |      31.88     %
      60        |       60        |      99.85     %
      60        |       60        |      99.80     %
      61        |       61        |      99.37     %
      61        |       61        |      99.70     %
      61        |       61        |      99.66     %
      61        |       61        |      99.71     %
      61        |       61        |      99.74     %
      61        |       61        |      98.35     %
      61        |       61        |      99.71     %
      61        |       61        |      84.72     %
       6        |        6        |      86.60     %
      61        |       61        |      75.02     %
      61        |       61        |      66.99     %
      61        |       61        |      62.85     %
      61        |       61        |      77.85     %
      61        |       100       |      57.92     %
      61        |       100       |      58.25     %
      61        |       61        |      99.80     %
      61        |       61        |      99.86     %
      61        |       61        |      99.78     %
      61        |       61        |      99.84     %
       6        |        6        |      76.82     %
      61        |       61        |      99.82     %
      61        |       61        |      99.70     %
      61        |       61        |      99.72     %
      61        |       61        |      92.83     %
      61        |       61        |      96.57     %
      61        |       61        |      89.17     %
      61        |       61        |      89.90     %
      61        |       61        |      99.15     %
      61        |       61        |      96.94     %
      61        |       61        |      92.27     %
       6        |        6        |      76.38     %
      61        |       61        |      99.22     %
      61        |       61        |      99.32     %
      61        |       61        |      99.83     %
      61        |       61        |      99.74     %
      61        |       61        |      99.77     %
      61        |       61        |      99.76     %
      61        |       61        |      99.77     %
      61        |       61        |      73.35     %
      61        |       61        |      93.71     %
      61        |       61        |      69.06     %
       6        |        6        |      76.53     %
      61        |       61        |      99.82     %
      61        |       61        |      94.94     %
      61        |       61        |      99.75     %
      61        |       61        |      96.86     %
      61        |       61        |      99.38     %
      61        |       61        |      94.74     %
      61        |       61        |      99.16     %
      61        |       61        |      96.39     %
      61        |       61        |      97.76     %
      61        |       61        |      97.50     %
       6        |        6        |      63.54     %
      62        |       62        |      99.79     %
      62        |       62        |      99.81     %
      62        |       62        |      99.82     %
      62        |       62        |      99.69     %
      62        |       62        |      99.66     %
      62        |       62        |      99.53     %
      62        |       62        |      99.54     %
      62        |       62        |      99.43     %
      62        |       62        |      99.93     %
      62        |       62        |      99.40     %
       6        |       23        |      63.60     %
      62        |       62        |      99.50     %
      62        |       62        |      99.03     %
      62        |       62        |      99.24     %
      62        |       62        |      99.67     %
      62        |       62        |      99.38     %
      62        |       62        |      98.91     %
      62        |       62        |      99.21     %
      62        |       58        |      44.52     %
      62        |       58        |      55.60     %
      62        |       58        |      51.70     %
       6        |       23        |      65.94     %
      62        |       62        |      79.81     %
      62        |       58        |      58.07     %
      62        |       58        |      62.42     %
      62        |       62        |      60.35     %
      62        |       62        |      98.63     %
      62        |       62        |      99.67     %
      62        |       62        |      99.05     %
      62        |       62        |      98.42     %
      62        |       62        |      98.84     %
      62        |       62        |      99.56     %
       6        |        6        |      99.17     %
       0        |        0        |      96.01     %
      62        |       62        |      99.47     %
      62        |       62        |      99.46     %
      62        |       62        |      99.57     %
      62        |       62        |      99.59     %
      62        |       62        |      99.33     %
      62        |       62        |      99.49     %
      62        |       62        |      99.91     %
      62        |       62        |      99.94     %
      62        |       62        |      99.93     %
      62        |       62        |      99.93     %
       6        |        6        |      99.24     %
      62        |       62        |      99.92     %
      62        |       62        |      99.95     %
      62        |       62        |      99.92     %
      63        |       63        |      98.97     %
      63        |       63        |      99.60     %
      63        |       63        |      99.67     %
      63        |       63        |      98.89     %
      63        |       63        |      71.41     %
      63        |       63        |      98.26     %
      63        |       63        |      75.31     %
       6        |        6        |      99.75     %
      63        |       63        |      99.72     %
      63        |       63        |      99.73     %
      63        |       63        |      99.86     %
      63        |       63        |      99.72     %
      63        |       63        |      99.87     %
      63        |       66        |      64.76     %
      63        |       66        |      60.11     %
      63        |       66        |      68.19     %
      63        |       66        |      82.30     %
      63        |       63        |      99.82     %
       6        |        6        |      98.88     %
      63        |       63        |      99.66     %
      63        |       63        |      99.72     %
      63        |       63        |      98.76     %
      63        |       63        |      92.48     %
      63        |       63        |      79.23     %
      63        |       63        |      99.97     %
      63        |       63        |      99.95     %
      63        |       63        |      51.70     %
      63        |       63        |      47.13     %
      63        |       63        |      98.14     %
       6        |       88        |      43.76     %
      63        |       63        |      99.20     %
      64        |       73        |      30.25     %
      64        |       64        |      99.80     %
      64        |       64        |      99.76     %
      64        |       64        |      99.78     %
      64        |       64        |      62.42     %
      64        |       64        |      76.06     %
      64        |       64        |      65.92     %
      64        |       64        |      79.08     %
      64        |       64        |      96.78     %
       6        |       88        |      59.57     %
      64        |       64        |      95.09     %
      64        |       64        |      99.75     %
      64        |       64        |      99.91     %
      64        |       64        |      99.88     %
      64        |       64        |      98.18     %
      64        |       64        |      98.11     %
      64        |       64        |      99.71     %
      64        |       64        |      99.72     %
      64        |       64        |      98.36     %
      64        |       64        |      99.20     %
       6        |       88        |      59.69     %
      64        |       64        |      99.35     %
      64        |       64        |      92.07     %
      64        |       64        |      98.94     %
      64        |       64        |      99.70     %
      64        |       64        |      99.67     %
      64        |       64        |      99.67     %
      64        |       64        |      99.80     %
      64        |       64        |      99.85     %
      64        |       64        |      99.91     %
      64        |       64        |      99.94     %
       6        |        6        |      50.52     %
      64        |       64        |      99.84     %
      64        |       64        |      99.89     %
      64        |       64        |      98.81     %
      64        |       64        |      97.98     %
      64        |       64        |      99.12     %
      64        |       64        |      99.54     %
      64        |       64        |      99.32     %
      64        |       64        |      99.39     %
      64        |       64        |      96.20     %
      64        |       64        |      98.68     %
       6        |        6        |      42.17     %
      64        |       64        |      97.07     %
      64        |       64        |      96.04     %
      64        |       64        |      97.22     %
      64        |       64        |      97.31     %
      64        |       64        |      97.75     %
      65        |       65        |      98.14     %
      65        |       65        |      98.45     %
      65        |       65        |      98.51     %
      65        |       65        |      98.21     %
      65        |       65        |      99.66     %
       6        |        6        |      99.05     %
      65        |       65        |      99.63     %
      65        |       65        |      99.71     %
      65        |       65        |      99.80     %
      65        |       65        |      95.92     %
      65        |       65        |      91.90     %
      65        |       65        |      93.56     %
      65        |       65        |      90.61     %
      65        |       65        |      94.81     %
      65        |       65        |      98.75     %
      65        |       65        |      99.79     %
       6        |        6        |      99.44     %
       0        |        0        |      98.04     %
      65        |       65        |      96.10     %
      65        |       65        |      95.04     %
      65        |       65        |      99.81     %
      65        |       65        |      98.32     %
      65        |       65        |      20.29     %
      65        |       65        |      82.68     %
      65        |       65        |      96.90     %
      65        |       65        |      95.41     %
      65        |       65        |      99.69     %
      65        |       65        |      99.67     %
       6        |        6        |      99.28     %
      65        |       65        |      99.60     %
      65        |       65        |      99.67     %
      65        |       65        |      99.85     %
      65        |       65        |      99.72     %
      65        |       65        |      99.87     %
      65        |       65        |      99.90     %
      66        |       66        |      76.87     %
      66        |       66        |      82.13     %
      66        |       66        |      55.44     %
      66        |       66        |      70.76     %
       6        |        6        |      99.05     %
      66        |       66        |      84.17     %
      66        |       66        |      81.41     %
      66        |       66        |      83.87     %
      66        |       55        |      22.90     %
      66        |       66        |      97.44     %
      66        |       66        |      97.06     %
      66        |       66        |      99.11     %
      66        |       66        |      95.51     %
      66        |       66        |      60.61     %
      66        |       66        |      82.43     %
       6        |        6        |      98.24     %
      66        |       66        |      80.32     %
      66        |       66        |      89.18     %
      66        |       66        |      57.65     %
      66        |       66        |      82.10     %
      66        |       66        |      61.19     %
      66        |       66        |      60.49     %
      66        |       66        |      84.39     %
      66        |       66        |      81.25     %
      66        |       66        |      83.18     %
      66        |       66        |      81.01     %
       6        |        6        |      99.61     %
      66        |       66        |      87.16     %
      66        |       66        |      96.93     %
      66        |       66        |      90.54     %
      66        |       66        |      89.93     %
      67        |       30        |      78.88     %
      67        |       30        |      86.80     %
      67        |       30        |      86.71     %
      67        |       30        |      88.10     %
      67        |       30        |      74.61     %
      67        |       67        |      96.13     %
       6        |        6        |      99.96     %
      67        |       67        |      56.11     %
      67        |       67        |      38.50     %
      67        |       67        |      86.72     %
      67        |       67        |      72.54     %
      67        |       67        |      73.12     %
      67        |       67        |      77.87     %
      67        |       67        |      96.92     %
      67        |       67        |      95.97     %
      67        |       67        |      93.57     %
      67        |       67        |      85.51     %
       6        |        6        |      99.90     %
      67        |       67        |      97.49     %
      67        |       67        |      88.16     %
      67        |       67        |      90.03     %
      67        |       67        |      97.63     %
      67        |       67        |      89.32     %
      67        |       67        |      82.71     %
      67        |       67        |      79.14     %
      67        |       67        |      81.39     %
      67        |       67        |      87.55     %
      67        |       67        |      78.41     %
       6        |        6        |      99.90     %
      67        |       67        |      95.22     %
      67        |       67        |      93.97     %
      67        |       67        |      94.82     %
      67        |       67        |      84.49     %
      67        |       67        |      94.16     %
      67        |       67        |      95.87     %
      67        |       67        |      90.14     %
      67        |       67        |      96.97     %
      67        |       67        |      95.41     %
      67        |       67        |      82.55     %
       6        |        6        |      99.88     %
      67        |       67        |      96.26     %
      67        |       67        |      92.64     %
      67        |       67        |      73.73     %
      67        |       67        |      72.67     %
      68        |       85        |      61.46     %
      68        |       68        |      50.38     %
      68        |       68        |      77.61     %
      68        |       85        |      45.38     %
      68        |       56        |      52.95     %
      68        |       56        |      60.12     %
       6        |        6        |      99.99     %
      68        |       85        |      42.18     %
      68        |       68        |      99.87     %
      68        |       68        |      99.87     %
      68        |       68        |      99.89     %
      68        |       68        |      99.81     %
      68        |       68        |      99.64     %
      68        |       68        |      99.01     %
      68        |       68        |      99.47     %
      68        |       68        |      99.35     %
      68        |       68        |      74.12     %
       6        |        6        |      99.99     %
       0        |        0        |      96.22     %
      68        |       68        |      86.82     %
      68        |       68        |      91.94     %
      68        |       68        |      85.87     %
      68        |       68        |      91.67     %
